content,reply,input_len,output_len
"Dear HDB,_x000D_
We are students from Singapore Management University (SMU) planning a Sustainability learning trail. The trail aims to provide visitors with knowledge of sustainable buildings, including showcasing different solar projects from around Singapore _x000D_
We were impressed by what your organization had to offer with the Solar Nova project, and we think that we could extend your sustainability efforts through educating the wider public about what the regional leaders in this field are doing. _x000D_
Particularly, if you were to provide us information about the budget allocation / how these renewable energy are being used / plans for further expansion / efforts on raising awareness, we’d be able to showcase the effort taken by you industry leaders in a push for sustainability_x000D_
We would be delighted to have further conversations with you about this! Do let us know if you’re open as your help would be greatly appreciated!_x000D_
Yours sincerely_x000D_","Launched in 2014, the SolarNova programme is a Whole-Of-Government effort led by the Economic Development Board (EDB) and HDB to accelerate the deployment of solar photovoltaic (PV) systems in Singapore. This programme aggregates public sector demand across HDB estates and government buildings, to achieve economies of scale, as well as drive the growth of Singapore’s solar industry.
Having achieved our earlier solar target of 220 MWp for HDB towns, HDB had, in 2019 announced a new solar target of 540 MWp for HDB towns by 2030. This new target could potentially generate 648 GWh of green energy annually, contributing towards the national solar targets of 1.5 gigawatt-peak (GWp) by 2025, and 2 GWp by 2030 as set out under the Singapore Green Plan. It is also in line with the HDB Green Towns Programme to harness green energy and bring sustainable living to all HDB towns.  
Hope this helps. If you have any other question, you can reach out to me directly at XXXXX. 
Thank you.
",981,986
"Brief Description of Issue : i live on the 13th floor of amk ave 3 And everyday there are constructions happening on the roof. It starts from 8am all the way to 6pm monday to sunday but currently we are all work from home. There is heavy drilling as well. Can we enquire, when will this project end? and is there anything you can do to help with this._x000D_","           Please refer to your feedback on the solar installation works carried out on the roof of XXXXX
2.        The contractor, SembCorp Solar Pte Ltd has confirmed they have completed the solar installation works on the roof of Blk 326. They also confirmed that they do not work on Sundays and after 2 pm on Saturdays.
3.        We apologise for the inconvenience caused by the works on the roof. Thank you.
",358,413
"..............................................................................
From :  		 MND_qsm_1_mnd.gov.sg 
To :  		 qsm_mailbox.hdb.gov.sg 
CC :  		 XXXXXXXX
Subject :  	Research on Rooftop areas for installation of solar panels
Delivered on :  	15/10/2021 05:46:48 PM
..............................................................................
 Your Ref
       TEL
 Our Ref 
       FAX
       Email
Categories 
Dear HDB colleagues, 
Pls see XXXXXXXX queries below.  Appreciate it if HDB can follow up with her and forward the reply to MND (mnd_qsm_mnd.gov.sg) for our records. Thank you.
Best Regards, 
XXXXXXXX
For Quality Service Manager
Ministry of National Development
From: XXXXXXXX
Sent: Friday, 15 October 2021 12:44 PM
To: XXXXXXXX
Cc: XXXXXXXX
Subject: Research on Rooftop areas for installation of solar panels
Hi
I'm a Master student currently doing a project on the use of rooftop areas on various buildings in Singapore to install solar photovoltaic (PV) systems. The types of buildings my team members and I are looking at include: HDB, multi-storey carparks and industrial/commercial buildings.
We would like to obtain the following information for the purpose of our study, please let us know if it is possible and where we can obtain them. 
The rooftop area of hdb flats and multi-storey carparks. It can be a range of values as well.
Information on HDB areas that where solar PV systems have been installed, including the size of the area used to install and the amount of solar energy that can be generated.
Thank you and look forward to a positive reply from you soon. 
Regards
XXXXXXXX
________________________________
Posted by MND_qsm_1/ on 15/10/2021 05:46:23 PM
","Launched in 2014, the SolarNova programme is a Whole-Of-Government effort led by the Economic Development Board (EDB) and HDB to accelerate the deployment of solar photovoltaic (PV) systems in Singapore. This programme aggregates public sector demand across HDB estates and government buildings, to achieve economies of scale, as well as drive the growth of Singapore’s solar industry.
Having achieved our earlier solar target of 220 MWp for HDB towns, HDB had, in 2019 announced a new solar target of 540 MWp for HDB towns by 2030. This new target could potentially generate 648 GWh of green energy annually, contributing towards the national solar targets of 1.5 gigawatt-peak (GWp) by 2025, and 2 GWp by 2030 as set out under the Singapore Green Plan. It is also in line with the HDB Green Towns Programme to harness green energy and bring sustainable living to all HDB towns.  
We install solar panels on all types of HDB blocks, as long as it is feasible. The main factor affecting feasibility is whether there is any shading that will affect yield from the solar panels. Rooftop space is usually not the limiting factor, unless there is really no space on the rooftop. Therefore, we are unable to provide a typical rooftop area for installing solar panels. 
Hope this helps. If you have any other question, you can reach out to me directly at XXXXX. 
",1696,1357
"..............................................................................
From :  		XXXXXXXX
To :  		 XXXXXXXX
CC :  		
Subject :  	FW: For info: FB202111/0050 FW: formsg-auto: Feedback Form (#6181399bc1f5e30013cd77e3)
Delivered on :  	09/11/2021 04:18:40 PM
..............................................................................
 reach_reach.gov.sg 
 Your Ref
 Our Ref 
 Categories
Dear HDB   BCA colleagues,
The feedback appended below is for your information, please.
Should you assess that the feedback requires a response, please share a copy of your reply with reach_reach.gov.sg for our record purposes. Please let us know if the feedback does not come within your purview so that we may follow up with the relevant agency.
Warm Regards,
XXXXXXXX
XXXXXXXXreaching everyone for active citizenry _ home
WARNING: This email may contain privileged and confidential information. If you receive this email by mistake, you should immediately notify the sender and delete the email.  Unauthorised communication and disclosure of any information in the email is an offence under the Official Secrets Act (Cap 213).
From: XXXXXXXX
Sent: Sunday, 7 November 2021 8:49 pm
To: XXXXXXXX
Cc: XXXXXXXX
Subject: RE: For info: FB202111/0050 FW: formsg-auto: Feedback Form (#6181399bc1f5e30013cd77e3)
Hi REACH colleagues
Suggest to share this suggestion with HDB and BCA.
Thanks.
Cheers!
XXXXXXXX
Organisational Excellence Department
XXXXXXXX
t: XXXXXXXX    
icon_website[IMAGE]icon_facebook[IMAGE]icon_intagram[IMAGE]icon_twitter[IMAGE]icon_youtube[IMAGE]
Filed to PUBWiki
[PUBWiki:0007L_0006SJ:EID]
From: XXXXXXXX
Sent: Friday, 5 November 2021 11:41 AM
To: XXXXXXXX
Subject: For info: FB202111/0050 FW: formsg-auto: Feedback Form (#6181399bc1f5e30013cd77e3)
Dear PUB,
The feedback appended below is for your information, please.
Should you assess that the feedback requires a response, please share a copy of your reply with reach_reach.gov.sg for our record purposes. Please let us know if the feedback does not come within your purview so that we may follow up with the relevant agency.
Warm Regards,
XXXXXXXX
XXXXXXXX
Website: www.reach.gov.sg | REACH us on Facebook
reaching everyone for active citizenry _ home
WARNING: This email may contain privileged and confidential information. If you receive this email by mistake, you should immediately notify the sender and delete the email.  Unauthorised communication and disclosure of any information in the email is an offence under the Official Secrets Act (Cap 213).
From: XXXXXXXX
Sent: Tuesday, 2 November 2021 9:14 pm
To: REACH (REACH)  reach_reach.gov.sg 
Subject: formsg-auto: Feedback Form (#6181399bc1f5e30013cd77e3)
Hello there,
A ""Feedback Form"" form was submitted on Tue, 02 Nov 2021 09:14:03 PM.
Response ID6181399bc1f5e30013cd77e3
TimestampTue, 02 Nov 2021 09:14:03 PM
NameXXXXXXXX
EmailXXXXXXXX
Contact Number
SubjectEnvironment
Feedback DetailIs there a way to make use of all our high rise buildings to harness hydroelectric power? For example, a small reservoir on top of every hdb block? Singapore gets so much rainfall. If we could just let the rainwater collect on the roofs of these high rise buildings before flowing from multiple buildings into one single channel, there should be enough kinetic energy to turn one turbine. And yes rainfall would be intermittent but so is solar. So hydro can employ the same solutions as solar for energy storage.
The FormSG Support Team
=============== 
Please ignore this section. It is meant for the Data Collation Tool to process. 
-- Start of JSON --
[{""question"":""Response ID"",""answer"":""6181399bc1f5e30013cd77e3""},{""question"":""Timestamp"",""answer"":""Tue, 02 Nov 2021 09:14:03 PM""},{""question"":""Name"",""answer"":""XXXXXXXX""},{""question"":""Email"",""answer"":""XXXXXXXX""},{""question"":""Contact Number"",""answer"":""""},{""question"":""Subject"",""answer"":""Environment""},{""question"":""Feedback Detail"",""answer"":""Is there a way to make use of all our high rise buildings to harness hydroelectric power? For example, a small reservoir on top of every hdb block? Singapore gets so much rainfall. If we could just let the rainwater collect on the roofs of these high rise buildings before flowing from multiple buildings into one single channel, there should be enough kinetic energy to turn one turbine. And yes rainfall would be intermittent but so is solar. So hydro can employ the same solutions as solar for energy storage.""}] 
-- End of JSON --(See attached file: image016.png)(See attached file: image017.png)(See attached file: image018.png)(See attached file: image019.png)(See attached file: image020.png)(See attached file: image021.png)(See attached file: image022.png)
",,4672,0
"..............................................................................
From :  		XXXXXXXX
To :  		XXXXXXXX
CC :  		""HDB CCK BO""  bckadmin_mailbox.hdb.gov.sg 
Subject :  	FW: Leaking at XXXXXXXX
Delivered on :  	10/11/2021 05:30:05 PM
..............................................................................
XXXXXXXX
 Your Ref
 Our Ref 
 Categories
XXXXXXXX
10/11/2021 05:26 PM
To
XXXXXXXX
cc
XXXXXXXX
bcc
Subject
FW: Leaking at XXXXXXXX
Hi XXXXXXXX
Sembcorp is HDB’s contractor installing the solar system in HDB estate.
FP, XXXXXXXXmade this feedback yesterday and I have gone to the house to do a site survey. See photo attached.
He said before the solar installation, his house has no leakages and that was why he bought the house. After the solar was done, these leakages occurred. 
Your colleague, XXXXXXXX had attended to do the first round. Now the same problem recur again.
Please see how you can follow-up to help him as soon as possible. XXXXXXXX can be reached at XXXXXXXX or XXXXXXXX
Best Regards, 
XXXXXXXXr 
Chua Chu Kang Town Council
XXXXXXXXFrom: XXXXXXXX
Sent: Tuesday, November 9, 2021 10:21 pm
To: XXXXXXXX
Subject: Re: Leaking at XXXXXXXX
Importance: High
Hello All,
May I know has this been resolved as the condition of our house is getting worse!  Please refer to the attached.
Thank you very much for your follow up and assistance.
Kind Regards,
XXXXXXXX
From: XXXXXXXX
Date: Sunday, 20 December 2020 at 4:32 PM
To: XXXXXXXX
Cc: XXXXXXXX
Subject: Re: Leaking at XXXXXXXX
Hello XXXXXXXX,
Is there any update on this?
Thanks,
XXXXXXXX
From: XXXXXXXX
Date: Wednesday, 16 December 2020 at 8:23 PM
To: XXXXXXXX
Cc: CCKTC - Feedback  info_ccktc.org.sg , XXXXXXXX
Subject: Re: Leaking at XXXXXXXX
Hello Mr Tan,
Thank you for looking into this. Is there a timeline for them to get back?
In the meantime, possible to arrange to check the roof top where leakage may have occurred through the concrete floor slab which usually happens because of wear and tear of the waterproof membrane and screed in the floor slab commonly occurred in older buildings.
Thank you very much for your assistance.
Kind Regards,
XXXXXXXX
From: XXXXXXXX
Date: Wednesday, 16 December 2020 at 2:06 PM
To: XXXXXXXX
Cc: CCKTC - Feedback  info_ccktc.org.sg , XXXXXXXX
Subject: Leaking at XXXXXXXX
Dear XXXXXXXX
We have  referred your feedback to the HDB’s  contractor, who is dealing with the solar system above your roof.
We will help to get them do a check and do the rectification. We know at hand, they have a long list of cases to deal with, please give them some 
time to come back to you.
Best Regards, 
XXXXXXXX
Chua Chu Kang Town Council
XXXXXXXXXXXXXXXX[IMAGE]
[This e-mail and any attachments thereto are intended for the sole use of the recipient(s) named above and may contain information that is confidential and/or proprietary to Chua Chu Kang Town Council. Any use of the information contained herein (including, but not limited to, total or partial reproduction, communication, or dissemination in any form) by persons other than the intended recipient(s) is prohibited. If you have received this e-mail in error, please notify the sender immediately and delete it.] 
[This e-mail and any attachments thereto are intended for the sole use of the recipient(s) named above and may contain information that is confidential and/or proprietary to Chua Chu Kang Town Council. Any use of the information contained herein (including, but not limited to, total or partial reproduction, communication, or dissemination in any form) by persons other than the intended recipient(s) is prohibited. If you have received this e-mail in error, please notify the sender immediately and delete it.] (See attached file: snapshot - 09 Nov 2021.pdf)
________________________________Posted by ""XXXXXXXX""/ on 10/11/2021 05:26:01 PM
",,3826,0
"Hi, I'm a resident of Parc Lumiere and would like to find out what is HDB plan for the installation of solar panels in Simei. Parc Lumiere is probably the HDB estate closest to the airport - it does not have any obstruction from high rise building, and probably in one of the location with the highest number of sunshine days in Singapore. It would be great if we can harness these strategic advantages to install solar panels in line with the government push for green initiatives. Look forward to your reply. ","        I refer to your query.
2.        This is XXXXX from the Housing   Development Board (HDB). Our team is overseeing the SolarNova Programme which involves the solar PV deployment for public housing in Singapore. I am pleased to inform you that XXXXX was included in our SolarNova programme. Planning works is on-going and the targeted completion is in Sep 2023. Feel free to contact me directly at XXXXXfor further queries. Thank you. 
",511,442
F/back roof top noisy unable to rest well. OIC pls check and update him. ,"Informed XXXXX that the contractor has confirmed that they have completed all solar PV installation at XXXXX  in October 2021. They have only 1 phase work left to do that is connecting the solar pv system to the electrical power grid.
",73,235
"..............................................................................
From :  		XXXXXXXX
To :  		XXXXXXXX
CC :  		XXXXXXXX
Subject :  	Re: Installation time?
Delivered on :  	30/11/2021 08:54:04 AM
..............................................................................
XXXXXXXX
 Your Ref
 Our Ref 
 Categories
XXXXXXXX
30/11/2021 08:53 AM
To
XXXXXXXX
cc
XXXXXXXX
bcc
Subject
Re: Installation time?
Dear XXXXXXXX
Thank you for writing in to Holland-Bukit Panjang Town Council. 
We will be forwarding your email to the Housing Development Board (HDB) for their attention and follow up on this. You may also wish to contact them at XXXXXXXX or email to XXXXXXXX.
Please feel free to call us at XXXXXXXX for any estate-related matters.
Dear HDB Choa Chu Kang,
For your assistance please.
Thank you. 
Warmest Regards,
XXXXXXXX
XXXXXXXXPlease Rate Our Service : Survey Form
Confidentiality: This message and any attachment are confidential and may be privileged or otherwise protected from disclosure. If you are not the intended recipient, please notify us immediately by return email, delete this message and all attachments from your system. Do not copy this message or any attachment or disclose the contents to any other person. Policy on Personal Data: We may collect, use and disclose personal data sent to us in accordance with our policy at https://www.hbptc.org.sg. By emailing us personal data, you consent, and warrant that other relevant individual's consent, to our policy.
From: XXXXXXXX
To: XXXXXXXX
Subject: Installation time?
Date: 11/29/2021 6:44:50 PM
To person in charge 
May i know the installation timing of this notice thank you 
Best regard lee (See attached file: DB 270.jpg)
________________________________Posted by mailbox/ on 30/11/2021 08:53:55 AM
","           Please refer to your feedback on the installation time of the solar photovoltaic at XXXXX
2.        The solar installation period normally takes less than 6 months to complete. The contractor should be able to complete by May 2022.
3.        The working hours for installation is 0900 to 1800 hrs during weekdays and 0900 to 1300 hrs on Saturdays.
4.        Thank you.
",1790,380
"..............................................................................
From :  		 XXXXXXXX
To :  		 XXXXXXXX
CC :  		 XXXXXXXX
Subject :  	[For HDB   BCA's consideration pls] RE: Solar City Singapore
Delivered on :  	02/12/2021 05:56:02 PM
..............................................................................
 Your Ref
       TEL
 Our Ref 
       FAX
       Email
Categories 
Dear BCA   HDB colleagues,
We refer to the business proposal made to Minister(SE) regarding maximising vertical solar façade on buildings and HDB and promotion of solar architecture. We note that the proposal has been shared with EMA for their consideration.
Our simple acknowledgement reply is as attached.
For your consideration to engage further, if keen. Do copy  mse_feedback_mse.gov.sg  in the reply for our records, please. Thank you!
Best Regards,
XXXXXXXX
Senior Executive
Outreach   Engagement  •  Communications   3P Partnership Division
XXXXXXXXPrivileged/confidential information may be contained in this message. 
If you are not the intended recipient, please notify the sender immediately. 
From: Philip Kwang  philip.kwang_facadeglobalmaster.com  
Sent: Wednesday, 1 December 2021 5:21 pm
To: XXXXXXXX
Subject: Solar City Singapore 
Dear Minister, 
Reference, my earlier email about vertical solar facade, I would like to share my slides on how we can transform Singapore’s urban landscape into a Solar City. 
Since Singapore is lack of horizontal space for solar farm, we should take advantage of our vast vertical facade space for vertical solar farming. This is going to be uniquely Singapore and this is how Singapore can innovate to differentiate ourselves among the big land mass countries. 
I have shared this with EMA and thought it might be useful to also share this with you also. 
Have a nice day ahead. 
Best Regards, 
XXXXXXXX
XXXXXXXX
Singapore
Tel:XXXXXXXX
www.facadeglobalmaster.biz(See attached file: BIPV presented to EMA.pdf.pdf)
________________________________
Posted by MSE_Feedback/ on 02/12/2021 05:51:31 PM
",,2042,0
"..............................................................................
From :  		XXXXXXXX
To :  		XXXXXXXX
CC :  		XXXXXXXX
Subject :  	Fw: Solar panels are for
Delivered on :  	06/12/2021 12:39:23 PM
..............................................................................
XXXXXXXX
 Your Ref
 Our Ref 
 Categories
XXXXXXXX
06/12/2021 12:38 PM
To
XXXXXXXXcc
XXXXXXXX
bcc
Subject
Fw: Solar panels are for
Dear Mr XXXX
Thank you for writing in to Holland-Bukit Panjang Town Council. 
We will be forwarding your email to the Housing Development Board (HDB) for their attention and follow up on your enquiry about the solar panels. You may also wish to contact them at XXXXXXXX or email to XXXXXXXX
Please feel free to call us at XXXXXXXX for any estate-related matters.
Dear HDB Choa Chu Kang,
For your assistance please.
Thank you. 
Warmest Regards,
XXXXXXXX
XXXXXXXXPlease Rate Our Service : Survey Form
Confidentiality: This message and any attachment are confidential and may be privileged or otherwise protected from disclosure. If you are not the intended recipient, please notify us immediately by return email, delete this message and all attachments from your system. Do not copy this message or any attachment or disclose the contents to any other person. Policy on Personal Data: We may collect, use and disclose personal data sent to us in accordance with our policy at https://www.hbptc.org.sg. By emailing us personal data, you consent, and warrant that other relevant individual's consent, to our policy.
From: XXXXXXXX 
To: ""mailbox""  mailbox_hbptc.org.sg 
Subject: Solar panels are for
Date: 12/6/2021 11:13:59 AM
The person in charge 
Why are this solar powered panels for 
Best regard 
Lee(See attached file: IMG_20211204_084909.jpg)
________________________________Posted by mailbox/ on 06/12/2021 12:38:09 PM
","Thank you for your feedback on the ongoing solar panel installation at XXXXX
Land is scarce in Singapore, and with our highly urban landscape, it is important that we make the most use of the remaining space available to us. As such, where technically feasible, we are looking at deploying solar PV systems on our HDB rooftops to harness green energy and bring sustainable living to all HDBs. The solar PV systems on the block helps to generate clean solar energy to power the common areas, including the lifts, lights, and water pumps.
If you have any further question, you can reach me directly at XXXXX. Please ignore the self-generated sentence below. Thank you.
",1841,667
"..............................................................................
From :  		 XXXXXXXX
To :  		 XXXXXXXX
CC :  		
Subject :  	for info: FB202112/0150: FW: HDB MSCP's roof top shelter
Delivered on :  	10/12/2021 11:03:02 AM
..............................................................................
 reach_reach.gov.sg 
 Your Ref
 Our Ref 
 Categories
Dear EMA   HDB,
The feedback below is for your information, please.
Should you assess that the feedback requires a response, please share a copy of your reply with reach_reach.gov.sg for our record purposes.
If the feedback does not come under your agency’s purview, please let us know so that we can follow-up with the relevant agency.
Thank you.
Regards,
XXXXXXXX
XXXXXXXX
Website: www.reach.gov.sg | REACH us on Facebook
From: XXXXXXXX
Sent: Thursday, 9 December 2021 4:08 PM
To:XXXXXXXX
Subject: HDB MSCP's roof top shelter
Hello Sir/Mdm,
Might be feasible for HDB to install solar panel on the shelter of roof top  MSCP . So electricity is being harness n stored n used  at adjacent flats 's common utility usage.
Hope  MND can conduct feasible study first prior implementation .
Thks n rgds
XXXXXXXX
Sent from my Galaxy
",,1193,0
"Email - To person in charge
Please cancel the job of solar at blk 270 bangkit road hence it have affect the life of the residents from 8am - 6:30pm please do something about it
Best regard 
XXXX","Please refer to your feedback on the solar panel installation atXXXXX
2.        The solar installation is part of the SolarNova programme, which is a Whole-Of-Government effort to accelerate the deployment of solar photovoltaic (PV) systems in Singapore. This programme is also in line with the Singapore Green Plan and HDB Green Towns Programme to harness green energy and bring sustainable living to all HDB towns. 
4.        We have informed the contractor to minimize the noise level and ensure that the all work only takes place during the allowed working hours. We apologise for the inconvenience that you may experience during the installation phase of the project and appreciate your support and understanding on the matter.
5.        Thank you.
",194,754
"Email - I am writing to seek your clarification on what time are the construction to be make on the rooftop hence I notice there are contactor on the rooftop talking after 6:30pm hence they are also making noise
Please look into it, it already disturb residents rest time and most people still work on home","           Please refer to your feedback on solar panel installation at the rooftop of XXXXX
2.        The solar panel installation works are to be carried out from 8.00am to 6:00pm. We have reminded the contractor to ensure that no works are carried out after 6:00pm and that the workers shall leave the site in a timely manner.
3.        Thank you for feedback and we apologise for any inconvenience caused.
",306,410
"refer Case ID: HB211213105121-1, contractor doing the solar panel installation causing caller dining room long crack line on the ceiling, ment he received letter from HDB and HDB OIC took photo before, after they left caller realized there is crack line, worry it might causing leak, req t/cil oic call back caller asap.","Inspected unit XXXXX on 29/12/2021  at 2:30 pm on the ceiling cracks in the living and dining room. Hairline crack visible on the ceiling. Sunseap will follow up with repair to the ceiling.
",320,190
"..............................................................................
From :  		XXXXXXXX
To :  		XXXXXXXX
CC :  		XXXXXXXX
Subject :  	Re: Stop work notice for rooftop construction 270 bangkit road
Delivered on :  	29/12/2021 09:36:21 AM
..............................................................................
XXXXXXXX
 Your Ref
 Our Ref 
 Categories
XXXXXXXX
29/12/2021 09:36 AM
To
XXXXXXXX
cc
XXXXXXXX
bcc
Subject
Re: Stop work notice for rooftop construction 270 bangkit road
Dear Mr Lee,
Thank you for writing in to Holland-Bukit Panjang Town Council. 
We will be forwarding your email to the Housing Development Board (HDB) for their attention and follow up. You may also wish to contact them at XXXXXXXX or email to XXXXXXXX
Please feel free to call us at XXXXXXXX for any estate-related matters.
Dear HDB Choa Chu Kang,
For your assistance please.
Thank you. 
Warmest Regards,
XXXXXXXX
XXXXXXXX
XXXXXXXXPlease Rate Our Service : Survey Form
Confidentiality: This message and any attachment are confidential and may be privileged or otherwise protected from disclosure. If you are not the intended recipient, please notify us immediately by return email, delete this message and all attachments from your system. Do not copy this message or any attachment or disclose the contents to any other person. Policy on Personal Data: We may collect, use and disclose personal data sent to us in accordance with our policy at https://www.hbptc.org.sg. By emailing us personal data, you consent, and warrant that other relevant individual's consent, to our policy.
From: XXXXXXXX
To: XXXXXXXX
Subject: Stop work notice for rooftop construction 270 bangkit road
Date: 12/29/2021 7:57:46 AM
To person in charge 
Kindly look into this issue 
Sunseap leasing was issued work and completions on 28 dec
2021
Kindly issue stop work notice hence hdb did not issue to commence work after 28 Dec 2021
Location 270 bangkit road
Best regard 
XXXXXXXX
________________________________Posted by mailbox/ on 29/12/2021 09:36:09 AM
",,2029,0
Construction end on 28 dec 2021 how come there are still on going construction which construction end 28 dec ,,109,0
"..............................................................................
From :  		XXXXXXXX
To :  		XXXXXXXX
CC :  		XXXXXXXX
Subject :  	Re: Construction noise on 270 bangkit road
Delivered on :  	30/12/2021 09:28:29 AM
..............................................................................
XXXXXXXX
 Your Ref
 Our Ref 
 Categories
XXXXXXXX
30/12/2021 09:28 AM
To
XXXXXXXX
cc
XXXXXXXX
bcc
Subject
Re: Construction noise on 270 bangkit road
Dear XXXXXXXX,
Thank you for writing in to Holland-Bukit Panjang Town Council. 
We will be forwarding your email to the Housing Development Board (HDB) for their attention and follow up. You may also wish to contact them at XXXXXXXX or email to XXXXXXXX
Please feel free to call us at XXXXXXXX for any estate-related matters.
Dear HDB Choa Chu Kang,
For your assistance please.
Thank you. 
Warmest Regards,
XXXXXXXX
XXXXXXXX
XXXXXXXX
Please Rate Our Service : Survey Form
Confidentiality: This message and any attachment are confidential and may be privileged or otherwise protected from disclosure. If you are not the intended recipient, please notify us immediately by return email, delete this message and all attachments from your system. Do not copy this message or any attachment or disclose the contents to any other person. Policy on Personal Data: We may collect, use and disclose personal data sent to us in accordance with our policy at https://www.hbptc.org.sg. By emailing us personal data, you consent, and warrant that other relevant individual's consent, to our policy.
From: XXXXXXXX
To: XXXXXXXX 
Subject: Construction noise on 270 bangkit road
Date: 12/30/2021 9:21:05 AM
To person in charge kindly look into this issue work end at 28 dec how come there are still work on going 
Best regard XXXXXXXX
________________________________Posted by mailbox/ on 30/12/2021 09:28:16 AM
",,1851,0
"..............................................................................
From :  		XXXXXXXX
To :  		XXXXXXXX
CC :  		XXXXXXXX
Subject :  	Re: Solar panel at blk 270 bangkit road
Delivered on :  	06/01/2022 11:20:06 AM
..............................................................................
XXXXXXXX
 Your Ref
 Our Ref 
 Categories
XXXXXXXX
06/01/2022 11:19 AM
To
XXXXXXXX
cc
XXXXXXXX
bcc
Subject
Re: Solar panel at blk 270 bangkit road
Dear Mr Lee,
Thank you for writing in to Holland-Bukit Panjang Town Council. 
We will be forwarding your email to the Housing Development Board (HDB) for their attention and follow up. You may also wish to contact them at XXXXXXXX or email to XXXXXXXX
Please feel free to call us at XXXXXXXX for any estate-related matters.
Dear HDB Choa Chu Kang,
For your assistance please.
Thank you. 
Warmest Regards,
XXXXXXXX
XXXXXXXX
XXXXXXXXPlease Rate Our Service : Survey Form
Confidentiality: This message and any attachment are confidential and may be privileged or otherwise protected from disclosure. If you are not the intended recipient, please notify us immediately by return email, delete this message and all attachments from your system. Do not copy this message or any attachment or disclose the contents to any other person. Policy on Personal Data: We may collect, use and disclose personal data sent to us in accordance with our policy at https://www.hbptc.org.sg. By emailing us personal data, you consent, and warrant that other relevant individual's consent, to our policy.
From: XXXXXXXX
To: XXXXXXXX 
Subject: Solar panel at blk 270 bangkit road
Date: 1/6/2022 10:46:05 AM
To person in charge kindly reconfirm with hdb or the contractor when will it be done for the solar panel installation hence it was Going to be two month of noise disturbances causing resident inconvenience 
Best regard 
Lee
________________________________Posted by mailbox/ on 06/01/2022 11:19:50 AM
",,1934,0
"..............................................................................
From :  		XXXXXXXX
To :  		XXXXXXXX
CC :  		XXXXXXXX
Subject :  	Re: Construction noise
Delivered on :  	08/01/2022 09:23:02 AM
..............................................................................
XXXXXXXX
 Your Ref
 Our Ref 
 Categories
XXXXXXXX
08/01/2022 09:22 AM
To
XXXXXXXX
cc
XXXXXXXX
bcc
Subject
Re: Construction noise
Dear Mr Lee,
Thank you for writing in to Holland-Bukit Panjang Town Council. 
We will be forwarding your email to the Housing Development Board (HDB) for their attention and follow up. You may also wish to contact them at XXXXXXXX or email to XXXXXXXX
Please feel free to call us at XXXXXXXX for any estate-related matters.
Dear HDB Choa Chu Kang,
For your assistance please.
Thank you. 
Warmest Regards,
XXXXXXXX
XXXXXXXXPlease Rate Our Service : Survey Form
Confidentiality: This message and any attachment are confidential and may be privileged or otherwise protected from disclosure. If you are not the intended recipient, please notify us immediately by return email, delete this message and all attachments from your system. Do not copy this message or any attachment or disclose the contents to any other person. Policy on Personal Data: We may collect, use and disclose personal data sent to us in accordance with our policy at https://www.hbptc.org.sg. By emailing us personal data, you consent, and warrant that other relevant individual's consent, to our policy.
From: XXXXXXXX
To: XXXXXXXX
Subject: Construction noise
Date: 1/8/2022 9:17:11 AM
To person in charge completion fo 270 bangkit road rooftop solar panel? 
Kindly provide me the completion dates 
Best Regards
Lee
________________________________Posted by mailbox/ on 08/01/2022 09:22:48 AM
",,1778,0
"Reported this earlier this month and HDB directed this issue to Town Council . Now , town council has checked and said that due to the solar panel construction on the roof and the area was being handed over to HDB, Town council is unable to rectify or resolve this issue as it is under HDB’s care. Please advise",Duplicate case to Case No: 202201180004423252_x000D_,311,52
